,highly_variable,means,dispersions,dispersions_norm
Prim2,False,2.3761882662077003,5.089692884910591,-1.1850082
Rab23,False,1.9545233178861277,5.240861297708334,-0.11116321
Bag2,False,1.7727759845278208,5.184910443522732,-0.42983732
Zfp451,False,3.1980936969745333,5.300316723427593,0.054364257
Bend6,False,0.10452516072304661,4.984299974539957,-0.43490395
Dst,False,0.731096563124305,5.241888208518973,-0.04368233
Gm37233,False,0.5316101941653654,5.126322063986445,-0.49957928
Ccdc115,False,3.9211025506268977,5.212808929888784,-0.64821625
Imp4,False,4.09671587833559,5.224917811062322,-0.5781303
Ptpn18,False,6.392616603998492,5.5991474488893305,-0.17886487
4930568A12Rik,False,0.2688029458177997,4.966155737707792,-0.49357194
Prss39,False,0.10302049668508634,4.93582120673442,-0.59165627
Arhgef4,False,1.6855348218866992,5.189805842935032,-0.40195504
Gm38336,False,0.2829393572096971,5.041558193994778,-0.2497639
Fam168b,False,3.100721504812873,5.262329803477925,-0.23564303
Plekhb2,False,4.192462659124886,5.212314030739123,-0.6560695
Hs6st1,False,1.2399608388537895,5.210429183281935,-0.21463281
Gm33280,False,0.043425278583835436,4.579014985095378,-1.7453617
Uggt1,False,3.4681594850947075,5.316537577869108,0.07389092
Neurl3,True,2.834416689196091,5.577814808626927,1.3517698
Arid5a,True,3.8626962200227575,5.45796036412827,1.0584059
4930403P22Rik,False,0.669950708397586,5.128869366241259,-0.4895304
Kansl3,False,3.9100725669279943,5.3119178516270384,0.04173068
Lman2l,False,2.909689781701092,5.336871303429443,0.24219497
Cnnm4,False,1.6668097275207352,5.015149990105944,-1.3967263
Cnnm3,False,1.958653161561896,5.231539285644552,-0.16425774
Ankrd23,False,0.24544402841073323,5.058925981129776,-0.1936065
Ankrd39,False,3.2749085253522594,5.253461049808169,-0.30335063
Sema4c,False,0.7242260229715813,5.242460812922151,-0.041423462
Cox5b,False,6.263912669909567,5.415060969490884,-0.44972166
Actr1b,False,3.2944492944971127,5.254717295142981,-0.29375994
4933424G06Rik,False,0.2199997420829958,4.763626658486687,-1.148434
Zap70,False,5.394581698874576,5.397109948023002,-0.08688487
Tmem131,False,2.680013652121551,5.342507975727079,0.26815253
Vwa3b,False,0.43261205045860013,4.97143248138493,-0.47651
Inpp4a,False,3.3562355450744503,5.362524596051985,0.52928394
Coa5,False,3.6948708003291317,5.22022634158052,-0.59657997
Unc50,False,3.958687564059219,5.291139827509676,-0.168627
Mgat4a,False,0.8476866056243103,5.181032322061733,-0.28375274
2010300C02Rik,False,0.6708757031059879,5.156194057209564,-0.38173723
Tsga10,False,0.6655749993855491,5.283895669206489,0.122032925
Lipt1,False,0.7986586820936595,5.184193479993511,-0.2712823
Mitd1,False,3.99943063554142,5.229032557301371,-0.55268556
Mrpl30,False,4.786242913492716,5.221324823503056,-0.5905305
Txndc9,False,4.59203606915947,5.241330879515598,-0.49987543
Eif5b,False,5.047094638548121,5.412118721744739,-0.03790822
Rev1,False,2.0445500407022044,5.3597497863393935,0.5585862
Aff3,False,2.9027082081762106,5.278208691145198,-0.027953675
Gm16152,True,3.6447896640282442,5.424340592191131,0.8243618
Chst10,True,1.8672503801329747,5.4943245521256525,1.3324641
Pdcl3,False,4.29192234580837,5.2566050617439455,-0.3821829
Rpl31,False,7.835276104574634,5.702945990379463,-0.6504675
Tbc1d8,False,0.07530020761269032,4.588844444212744,-1.7135789
Cnot11,False,3.5510239067455256,5.176895859944236,-0.8982252
Rnf149,False,2.7082605617593636,5.220203382402027,-0.29507536
Rfx8,False,0.19257311184618703,5.049676552123194,-0.22351381
1700066B17Rik,True,0.42834768096011855,5.443553803076024,1.0500579
Map4k4,False,4.479369203164888,5.4229901424404545,0.3232925
Il1r2,True,2.798783706988388,5.586270882766632,1.3907111
Gm16894,False,0.5743125198691784,4.790087894836224,-1.8259896
Il1r1,False,0.586025353628122,5.332747429460078,0.31474826
Il1rl2,False,1.592445091652216,5.268621311871588,0.046946943
Il1rl1,True,2.8016115871228404,5.46259458842285,0.82116634
Il18r1,True,4.734943177850362,5.677200936738722,1.4752192
Il18rap,True,3.623630376985595,5.446209612576196,0.97660303
Mfsd9,True,0.3081892468461228,5.322376052365071,0.658239
Pou3f3,False,0.20532858387686334,4.690658891887567,-1.3843697
Mrps9,False,4.052451468610219,5.145574086346628,-1.0687757
Gpr45,False,0.6833491560497165,5.054134625518183,-0.7843515
Tgfbrap1,False,1.9973235461880636,5.231313636859157,-0.2706485
8430432A02Rik,False,0.1304040945902724,5.030572519592498,-0.28528523
AI597479,False,1.9395198355265033,5.29869872594219,0.2182561
Fhl2,True,2.865170166986694,5.45451699033379,0.78396803
Nck2,False,0.9653833884290669,5.267316654643045,0.056630366
Uxs1,False,2.2518066614233803,5.190431105451469,-0.53460234
Tpp2,False,4.397986177598054,5.251637655553078,-0.4129003
Gm8251,False,0.6972816334072501,5.054948977473233,-0.781139
Tex30,False,3.8326746573845347,5.21393495330646,-0.64037746
Kdelc1,False,1.7270461380731326,5.183826688687517,-0.43600997
Bivm,False,1.5945432511364745,5.2709919983728355,0.060449444
Ercc5,False,2.618127700391798,5.374806575413133,0.4168916
Wdr75,False,2.8416579530851513,5.306695719708532,0.10323264
Slc39a10,False,2.247099882007481,5.205161270491207,-0.43949854
Gm28151,False,0.21409673243559238,5.2476654077370615,0.41666788
Gm28826,True,0.3272545201075098,5.5584772752027485,1.4216541
Gm29325,False,0.9648454781347422,5.189823069212041,-0.24907413
Nabp1,True,4.9726885019168945,5.87318205869819,1.4666344
Gm17767,True,0.22907346436140869,5.305173662608772,0.60261637
Myo1b,True,1.3577568630556323,5.578310411132984,1.6322557
Stat4,False,5.638472660648196,5.599738513246256,0.3300858
Stat1,False,5.041426343186172,5.5086494917670015,0.27709115
Gls,False,4.085120136356412,5.317134667574961,-0.007880252
Nab1,False,4.431943647183787,5.319319609290976,-0.14647852
Tmem194b,False,2.5070527195073304,5.252158599974282,-0.1479176
Mfsd6,False,2.6445593017977447,5.295970026365226,0.053839486
Inpp1,False,4.0574594472049865,5.304107493952448,-0.08843762
Hibch,False,3.231228661399355,5.243668667912178,-0.37810957
1700019D03Rik,False,1.6888417741380155,5.270981363210032,0.06038887
Pms1,False,2.0862207042146586,5.180284981796703,-0.60010976
Ormdl1,False,3.923398403258238,5.265413906137575,-0.28200662
Osgepl1,False,2.2954181026120044,5.167638501731736,-0.68176043
Asnsd1,False,4.5196492549292095,5.173939661043586,-0.8052509
Stk17b,False,5.916083018773199,5.588035729359689,0.08170826
Hecw2,False,0.11077919659142775,4.864611857264335,-0.8219062
Ccdc150,False,0.11290177512768325,5.11421366848983,-0.014838029
Gtf3c3,False,2.4934461866845505,5.19408525422012,-0.41535258
Pgap1,True,3.1917623262136567,5.5938602728960936,2.2953928
Ankrd44,False,5.318878612218028,5.488660931489387,0.21186444
4930444A19Rik,False,0.3387688927186791,5.090209790778366,-0.09245271
Sf3b1,False,6.013169473059157,5.343537608036832,-0.6694627
Coq10b,False,4.702261301780038,5.40865057825943,0.2583144
Hspd1,False,5.0530657222016435,5.481100888886188,0.1871945
Hspe1,False,5.864654479176158,5.424760608282049,-0.1608131
Mob4,False,4.468428349948399,5.236792675946473,-0.52043974
Rftn2,False,0.8667521436467546,5.2937245933081964,0.16080706
Gm10561,False,0.0860800831868006,5.2848088727244065,0.5367684
Mars2,False,1.485381788738894,5.261921216238251,0.008785825
Boll,True,0.4739063508175328,5.440283871379237,1.0394849
Plcl1,False,2.316495745650121,5.24708111393613,-0.16884744
4930558J18Rik,False,0.44041370960432313,4.765192892512278,-1.1433698
1700066M21Rik,False,1.4542790575431812,5.124522142902851,-0.64591527
Tyw5,False,2.5396422237786873,5.17640058180955,-0.4967927
9430016H08Rik,False,3.0106637448156857,5.1520544609362195,-1.077529
Spats2l,True,0.2445068102834281,5.716870878656447,1.9338076
Kctd18,False,3.1268862276180807,5.350311598453315,0.43604505
Sgol2a,False,2.1755836038381497,5.332744263945489,0.3842278
Bzw1,False,5.442620862740064,5.315985210499937,-0.46598145
Clk1,False,5.6157086809180035,5.583782293547329,0.2853208
Ppil3,False,4.091039434614567,5.200798598190402,-0.7272786
Nif3l1,False,2.7446058161473887,5.323643101593816,0.18127744
Orc2,False,2.918188633552,5.172783783663074,-0.51344854
Gm15834,True,0.301735091665903,5.31916750398282,0.6478644
Fam126b,True,2.418043383000531,5.4971202717225225,1.4455044
Ndufb3,False,5.036232004395944,5.251318795421198,-0.5626308
Cflar,False,4.491413567945802,5.483730555909061,0.59853065
Casp8,False,4.491639164352343,5.3030265717754625,-0.22030853
Trak2,False,2.317609496870689,5.247976593819704,-0.16306587
Stradb,False,1.9719880179052711,5.30015153585,0.17379624
Tmem237,False,2.519320756177028,5.147255598146987,-0.631009
G730003C15Rik,False,0.24636346233944414,5.095755011573376,-0.074522674
Als2,False,1.4743044285985374,5.354870810424595,0.5105131
Sumo1,False,5.910497863958674,5.191502513542408,-1.1365597
Nop58,True,4.257263166409156,5.488146270292174,1.0496203
Bmpr2,False,1.053227300421246,5.157988317484638,-0.47790372
Fam117b,False,3.4069313952785945,5.254593021055349,-0.29470873
Ica1l,False,1.3366735835308914,5.192110744788183,-0.30659756
Wdr12,False,3.706974482667301,5.342605200580026,0.25536072
Carf,True,1.9677474297984474,5.367185307210532,0.60659283
Nbeal1,False,2.7863741282398586,5.233305214646642,-0.23473978
Cyp20a1,False,2.914406098990673,5.231560841216927,-0.24277283
Abi2,False,2.7791632775766715,5.290605227947049,0.029133921
Raph1,True,3.2350854262266595,5.3817671057946175,0.67618895
Cd28,True,6.587217115113183,6.075455003298438,0.6924227
Gm11579,False,1.9825635007114883,5.274421985383736,0.007676062
2310016D23Rik,False,0.6854908362259947,5.311546953057317,0.23111449
Ctla4,True,5.291285359343858,5.738429983635053,1.0269113
Icos,True,6.626405463721991,6.138039966229563,0.8069065
Pard3b,False,0.442141138327887,5.09106620123741,-0.08968358
Nrp2,False,0.1813758671805064,5.161347912236103,0.13756691
Ino80d,False,3.78641129992923,5.271495731610151,-0.23966798
Ino80dos,False,0.28586660253914054,5.153430245064931,0.111965746
Gm20342,False,2.342506904978756,5.328421079509282,0.3563156
Ndufs1,False,3.6860646223454094,5.177005210546536,-0.8974639
Eef1b2,False,6.750838071535457,5.500138479813106,-0.35997742
Zdbf2,False,0.28886123328821184,4.894012223870733,-0.7268424
Fastkd2,False,2.176686261154587,5.194379370404594,-0.50911075
Klf7,True,3.4004829868870186,5.403575672660782,0.8426842
Creb1,False,4.079800705930665,5.4043553635747585,0.5314746
Mettl21a,True,2.7232881321658367,5.542351563632645,1.1884571
Ccnyl1,False,0.8852446454456967,5.266230345347723,0.05234498
Fzd5,False,0.8440583556450927,5.020612033791844,-0.91659486
Plekhm3,False,2.04886602458322,5.359699247667792,0.55825984
Akr1cl,False,0.10605497376424264,4.86368723309063,-0.8248959
Idh1,False,1.581857989307188,5.183671062929529,-0.43689635
Pikfyve,False,2.663641814687805,5.354963012148183,0.32550955
Map2,False,0.5365379210234055,4.925830687078528,-1.2904978
Rpe,False,4.005088386100946,5.175606291803382,-0.8830626
Kansl1l,False,2.483321901737593,5.2478405539778255,-0.16780274
Acadl,False,4.2239366001018865,5.183038886093057,-0.837101
Lancl1,False,2.8842250140528054,5.220329094192064,-0.29449642
Gm29113,False,0.16464952197571753,4.9393500000526736,-0.5802462
Gm29114,False,0.9833097717374174,5.23655964091598,-0.064702995
Ikzf2,True,5.20134306777848,6.071273291511593,2.113046
Bard1,False,1.8959374696632658,4.969526943096103,-1.6565772
Atic,False,4.0238818394045435,5.213574159684071,-0.6482771
Fn1,False,0.4927207139773527,5.162378446723162,-0.35734043
D230017M19Rik,True,0.23013493866615897,5.659387785375377,1.7479404
Pecr,False,1.1815275997885228,4.964785741589758,-1.4478462
Xrcc5,False,3.1893917730352435,5.190635448878825,-0.78298634
Smarcal1,False,1.874410739710368,5.143936357708544,-0.6632097
Rpl37a,False,8.723628791961788,6.26488623402147,0.21438819
Tns1,False,1.994430150793116,5.123213825164451,-0.96858376
Cxcr2,False,0.5333601880108867,5.000753212537599,-0.9949359
Arpc2,False,7.054698935807237,5.4719733437721665,-0.631238
Aamp,False,4.567311120045166,5.2719499251539546,-0.36112875
Pnkd,False,3.948105077398644,5.209188440909749,-0.6753975
Tmbim1,False,1.263935505061352,5.2086424646226295,-0.22360274
Slc11a1,False,0.030016554941685022,4.202976925963589,-2.9612517
Ctdsp1,False,3.38058749049691,5.298303879870393,0.038997408
Usp37,False,2.8341461564683614,5.214381324838428,-0.32188666
Rqcd1,False,2.750905722973969,5.201992609255779,-0.37893823
Plcd4,True,0.14988064799086767,5.457676279607035,1.0957218
Zfp142,False,2.1337609226162195,5.291502276028299,0.11795319
Bcs1l,False,1.9853314053288809,5.208201131052262,-0.41987202
Rnf25,False,2.1816055179811515,5.180157638468757,-0.6009319
Ttll4,False,1.1930197334232122,5.313328402737277,0.30195615
Wnt6,True,0.18649787114916933,5.786322430918655,2.1583738
Wnt10a,True,1.6219636604356442,5.47284936689803,1.2101499
Ihh,False,0.19521383935963046,5.104910949378112,-0.044917654
Nhej1,False,1.963486881424507,5.325746929805024,0.37231204
Slc23a3,False,0.41274009818028634,5.277203019232363,0.51217544
Cnppd1,False,4.13101923104925,5.33292972430032,0.08979313
Fam134a,False,3.2387067400557394,5.246641015967387,-0.3554175
Zfand2b,False,3.891255734390249,5.213430427120724,-0.6438897
Abcb6,False,0.769158258585439,5.099302823135487,-0.6061675
Atg9a,False,1.9788777345129989,5.339213426014195,0.42599526
Ankzf1,True,2.711067826938434,5.417481533154721,0.6134151
Glb1l,False,0.8741239659617159,5.306618738143804,0.21167317
Stk16,False,3.6053488459106315,5.253343389904732,-0.36603555
Tuba4a,False,3.937145019786276,5.283532575266885,-0.21566868
Dnajb2,False,2.154792825319309,5.268989689029703,-0.027396996
Ptprn,False,0.18470215073347693,5.01994902785194,-0.31963548
Dnpep,False,3.4045365305324844,5.272423779138086,-0.1585816
Gmppa,False,3.253841159816851,5.232866804548215,-0.4605753
Chpf,False,2.4530499646790282,5.280634830462435,0.04778865
Tmem198,True,0.41124387891285513,5.402746976118307,0.91811216
Stk11ip,False,1.6108642810638163,5.220386549452691,-0.22777934
Sgpp2,False,0.3491717965121557,5.270090859484326,0.48917884
Farsb,False,4.553237456871116,5.360071426295606,0.038183615
Mogat1,False,0.6435753497429266,5.283848988358042,0.12184878
Acsl3,True,2.6434583858160288,5.445539694695004,0.7426264
Utp14b,True,2.349566835186255,5.441462246975839,1.0861542
Ap1s3,False,3.2626612910772654,5.179144157455086,-0.87071544
Wdfy1,False,3.621792411567387,5.282572475969864,-0.16255721
Mrpl44,False,3.262321260610502,5.155662585137876,-1.0499831
Serpine2,True,1.0649137004775735,5.789466498135477,2.6923308
Fam124b,False,0.8763156353521985,5.308134805455671,0.21765392
Cul3,False,3.2705211044854723,5.211391772961222,-0.62452424
Dock10,False,4.643647284198378,5.349929211761024,-0.0077746552
Rhbdd1,False,2.152817126099124,5.204382316401921,-0.4445278
Col4a4,False,0.19957272023312528,5.175439858415826,0.18313213
Mff,False,4.731106308784114,5.178064846608052,-0.7865581
Gm28942,False,0.14176284985800133,5.136989113767901,0.058804616
Agfg1,False,3.2012304669596627,5.193831091652666,-0.7585895
Trip12,False,4.388892183259446,5.327910201722869,0.058753435
Fbxo36,False,0.7943766699915098,5.207700892133676,-0.17854789
C130026I21Rik,False,1.5919780830205332,5.2567974666002595,-0.020397043
A530032D15Rik,False,0.47758307030768277,5.212571677981367,0.303195
A530040E14Rik,False,1.5780713502500765,5.2881979327776945,0.1584477
Gm16028,True,0.11937890224028433,5.628767719428635,1.6489328
Sp110,False,4.845262026534414,5.328759583682478,-0.103702374
Sp140,False,4.115856871126177,5.329839440914069,0.07068345
Sp100,False,5.460580853727581,5.440867661095827,-0.1156249
A630001G21Rik,False,3.6857598740629105,5.268095872925294,-0.26333612
Cab39,False,4.031953247301678,5.25893133309461,-0.3677977
Itm2c,False,4.787587607640774,5.29722715013178,-0.24658795
Gm28884,False,1.5060400569344974,5.222601990142623,-0.21516107
Gpr55,True,3.304493986977764,5.424707666818412,1.0040143
Psmd1,False,4.022867883137011,5.213136213018511,-0.6509853
Armc9,False,0.7892820407329666,5.254228181984773,0.0049976404
Ncl,True,6.233471336418695,5.816895133084344,0.7848324
Ptma,True,7.5851743013754955,7.601444205732083,2.355184
Pde6d,False,3.269383825593157,5.328280533117981,0.2678511
Cops7b,False,2.6185295138619114,5.179660562897225,-0.48178008
Dis3l2,False,2.7096142082302315,5.250813466103718,-0.1541121
Ecel1,False,0.09014971464125933,4.655350074359533,-1.498538
Eif4e2,False,5.220046493911096,5.206861472921839,-0.707704
Gigyf2,False,3.9745812228467203,5.2463913534069135,-0.44534236
Kcnj13,False,0.4843623642061757,5.003313399450915,-0.37342548
Inpp5d,False,3.4758078417478284,5.374334706518259,0.47624573
Atg16l1,False,2.906313131552829,5.263243594761193,-0.09686981
Sag,False,1.3185066951159488,5.3001028383842215,0.23555934
Dgkd,True,3.2816169217670224,5.402597288158232,0.83521485
Usp40,False,2.365272802557749,5.303806980403499,0.19739723
Mroh2a,True,0.40884619971126324,5.6095699029045525,1.5868582
Hjurp,True,4.282891199646297,5.55129046517711,1.440091
Glrp1,False,0.06261923898838438,4.954727605700438,-0.5305239
Gm29336,False,0.4853205603155803,5.263879340588893,0.46909437
Arl4c,True,2.3189770743075013,5.394985328546895,0.7860808
Sh3bp4,False,0.430620254252166,4.751613630972251,-1.1872773
Cops8,False,3.955577062387479,5.178227616791148,-0.8668529
Lrrfip1,False,5.843697960390006,5.545060474646231,0.17668708
Rbm44,False,0.5314241157277594,4.813205065051635,-1.7347947
Ramp1,True,2.2906432303963866,5.560773438637629,1.8564745
Ube2f,False,3.95676142819013,5.2001992056917095,-0.7309851
Scly,False,2.872189356233344,5.226506841283181,-0.26604715
Ilkap,False,4.154666740308294,5.193124513691768,-0.77473354
1700020N18Rik,True,0.2749621889588485,5.457478078148806,1.095081
Hes6,False,3.6583803231078935,5.299980357107882,-0.04137221
Per2,False,0.4337893345737218,4.921363981316402,-0.63840264
Traf3ip1,True,1.9758346234105686,5.465839004101729,1.2435402
Asb1,False,1.6426600317539997,5.212962679369642,-0.2700628
Hdac4,False,2.8083790423094293,5.27938778441635,-0.022523804
Gm26720,True,0.5719208881857082,5.51548160668697,1.0356164
Ndufa10,False,4.729543137868747,5.12018306249938,-1.0488427
Myeov2,False,5.824791724374066,5.330474089137824,-0.42533305
Otos,False,0.1274458383051043,4.6066271747642435,-1.6560798
Gpc1,False,0.5686657507673575,4.958766961804053,-1.1605675
Dusp28,False,1.4377739510525795,5.266036910981216,0.06453684
5033417F24Rik,False,0.16891408540677608,5.075891982426331,-0.13874824
Rnpepl1,False,2.7645574778806896,5.260465514588243,-0.10966322
9430060I03Rik,False,0.5689914748293026,4.932932896440167,-1.2624804
Capn10,False,1.767371735470618,5.138310779890114,-0.69525075
Mterf4,False,2.3449483440445125,5.170617033720385,-0.6625298
Gm28535,True,0.3084310374044744,5.334832376157613,0.69851553
Pask,False,0.5549302938822888,4.837966264361125,-1.6371143
Ppp1r7,False,3.2761463168219302,5.156693675799648,-1.0421114
Hdlbp,False,4.158794299644281,5.247334955890835,-0.4395073
Sept2,False,3.9323023222396483,5.260265559488255,-0.31784686
Farp2,False,0.6882157377080732,5.350312858356135,0.38404214
Stk25,False,3.295574857533445,5.21285985568671,-0.61331636
Thap4,False,2.438318777631919,5.240209421741518,-0.2132138
Atg4b,False,3.3090469818079407,5.2459503838591734,-0.36069006
Dtymk,False,3.9295723967301193,5.287142372472646,-0.13074386
Ing5,False,2.9358053760927794,5.3625793191022515,0.36058357
D2hgdh,False,2.105430816845298,5.222468621066249,-0.32775545
Pdcd1,True,4.673691089048307,5.872036018295964,2.3580918
Fam174a,False,3.949165973786074,5.181484502663273,-0.84671295
St8sia4,True,3.561709970887947,5.406236996639449,0.69833356
Panct2,False,0.6934589725873296,5.216275322722494,-0.14472261
Gm28901,False,0.8727021359995082,5.363600191856526,0.43645936
D1Ertd622e,False,3.6771716468773783,5.363539965706691,0.40109813
Ppip5k2,False,3.1086868785033994,5.3623917484120565,0.52826977
Gin1,False,3.2951917527682744,5.327912199599632,0.26503912
Pam,False,0.4873778423546311,5.090796690044476,-0.09055502
Gm7967,True,1.891479713381846,5.478256267527415,1.2409455
Gm28187,True,1.2198525664608795,5.451391675989324,0.9950806
Rnf152,True,0.17771428996705557,5.372834710496139,0.8213932
Pign,False,2.4399311730220856,5.2699287708392,-0.02133391
2310035C23Rik,False,3.6747530787642693,5.326859612007122,0.14574778
Gm7160,False,1.1017072507067043,5.165470928468754,-0.4403385
Zcchc2,True,2.2917843120436716,5.404466045449618,0.84729207
Phlpp1,False,1.7149264608434396,5.235609938157565,-0.1410729
Bcl2,True,5.587590292546348,6.122674927520428,1.7971791
D630008O14Rik,False,0.6446201405294356,5.120677888001197,-0.521845
Kdsr,False,3.003115316044214,5.222448996685247,-0.54010904
Vps4b,False,4.432496767193871,5.2285148723781445,-0.55794966
Dsel,True,1.524511446362248,5.713737133732703,2.5821521
Tsn,False,4.937798051899169,5.172348165102101,-0.8203279
Nifk,False,3.4096700449857074,5.288073737157137,-0.039103583
Clasp1,False,3.3218555871776743,5.267655520589873,-0.19498439
2900060B14Rik,False,1.965653560978673,5.305876110061569,0.25913566
Ralb,False,2.259843101326929,5.252615666736931,-0.13311417
Gm27184,True,0.404123666808019,5.3994434318309645,0.9074304
Tmem185b,False,2.7638995018885923,5.2383798547088185,-0.21137042
Epb41l5,True,1.7075446901184124,5.431189045654509,0.972869
Ptpn4,False,2.1052610472941473,5.291092284651226,0.11530612
Tmem177,False,1.775083207040853,5.187438930790665,-0.41543606
Tmem37,False,0.5664308967037696,5.197489418622645,-0.21883114
Dbi,True,5.772295669102385,5.850564602645165,1.033776
3110009E18Rik,False,2.3945201196547123,5.261119185446392,-0.07821208
Steap3,False,0.32798459518700934,5.246497725659206,0.41289228
Insig2,False,3.568504196761854,5.257477829485996,-0.33725363
Ccdc93,False,2.762246958448878,5.303314402687183,0.08766125
Ddx18,False,4.165778854298138,5.288346108656532,-0.18590277
Actr3,False,6.828879038676402,5.530745293023933,-0.3039898
Slc35f5,False,0.27517465171887007,5.044879461810576,-0.23902483
Lypd1,True,0.41545516652193054,5.420547460328938,0.97566867
Mgat5,False,2.6138994576737584,5.2684814640633615,-0.072748765
Tmem163,True,0.6836106962698798,5.626809586154607,1.4747943
2900009J06Rik,False,0.3563252274698985,5.16361504964203,0.14489752
Ccnt2,False,4.144526753233207,5.354889545012918,0.22558814
Rab3gap1,False,3.696501678994287,5.216223988449079,-0.62444234
Zranb3,False,1.0236464968112382,4.878053318066167,-1.8832723
R3hdm1,False,4.4364491480766715,5.436765199662627,0.38571256
Ubxn4,False,5.097993078759556,5.288092509483008,-0.44263074
Mcm6,True,4.5904018747113255,5.516093328382707,0.74517876
Dars,False,4.446459075851711,5.219256781060581,-0.5999016
Cxcr4,False,3.1119670398998993,5.275779440036168,-0.13296315
Gm26686,False,0.7300241718316867,5.303065487380413,0.19765596
Gm15675,True,0.37314814765399146,5.736800765130903,1.9982493
Cd55,False,1.9893753350245715,5.356582065350885,0.5381341
C4bp,False,1.382203525159103,5.20943804735064,-0.21960863
Pfkfb2,True,0.3460554717856826,5.343122490945073,0.725321
Yod1,False,2.3792607900811777,5.270571598888659,-0.017183559
Il10,True,0.8346411592613101,5.7767917894569445,2.0664592
Mapkapk2,False,2.466310966204588,5.230646159141211,-0.24698506
Dyrk3,False,0.6496462823881268,5.276629926891575,0.093370296
Eif2d,False,3.433149753939054,5.282356855855987,-0.08274853
Rassf5,False,4.766774251805603,5.293081273215844,-0.2653745
Ikbke,False,3.8540505922889543,5.349867879359222,0.3059199
Srgap2,False,3.1847723596254633,5.283312695939042,-0.07545127
Fam72a,False,0.9874622870340186,4.8053428610265545,-2.2483034
Ctse,True,1.4233065301943055,5.386362456300943,0.6686118
Slc41a1,True,3.246682720762565,5.421613219788451,0.9803901
Rab29,False,2.5409498188194135,5.163967034082154,-0.55405074
Nucks1,True,4.896319597417067,5.697842929902444,1.568756
Elk4,False,3.979707890469465,5.309834762733687,-0.05302136
Mfsd4,False,3.0035863459603793,5.274559747937373,-0.14227477
Nuak2,False,0.038331338239314366,4.451676727785795,-2.1571002
